Level,Date and Time,Source,Event ID,Task Category,Message
Warning,2026-06-02 12:40:00,Microsoft-Windows-Security-Auditing,4625,None,A device reported a recoverable condition.
Information,2026-06-02 13:14:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-02 14:11:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-02 16:06:00,Service Control Manager,7000,None,A user session was started.
Information,2026-06-02 16:41:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user session was started.
Warning,2026-06-02 17:05:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-02 17:21:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-02 20:48:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user session was started.
Information,2026-06-02 21:00:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-02 21:06:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-02 21:28:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Information,2026-06-02 21:41:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-02 21:45:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-02 22:06:00,Service Control Manager,7031,None,The update operation completed.
Information,2026-06-02 22:08:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-02 22:13:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-02 22:16:00,Microsoft-Windows-WindowsUpdateClient,43,None,The operation completed successfully.
Information,2026-06-02 23:30:00,Microsoft-Windows-Kernel-Power,109,None,A user session was started.
Error,2026-06-02 23:40:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Warning,2026-06-03 00:15:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Error,2026-06-03 00:21:00,Winlogon,6006,None,An application stopped responding.
Warning,2026-06-03 00:34:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-03 00:36:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Information,2026-06-03 00:45:00,Service Control Manager,7040,None,A Windows service changed state.
Information,2026-06-03 00:46:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-03 00:46:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A device reported a recoverable condition.
Warning,2026-06-03 00:53:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-03 00:57:00,Service Control Manager,7000,None,A user session was started.
Warning,2026-06-03 00:59:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A service took longer than expected to respond.
Warning,2026-06-03 01:01:00,Microsoft-Windows-Security-Auditing,4625,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-03 01:04:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Warning,2026-06-03 01:13:00,Microsoft-Windows-WindowsUpdateClient,43,None,A service took longer than expected to respond.
Error,2026-06-03 01:15:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,An application stopped responding.
Information,2026-06-03 01:23:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-03 01:28:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Information,2026-06-03 01:35:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-03 01:36:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Information,2026-06-03 01:58:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Warning,2026-06-03 02:02:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Warning,2026-06-03 02:04:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-03 02:08:00,Microsoft-Windows-WindowsUpdateClient,43,None,A user session was started.
Information,2026-06-03 02:23:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-03 02:35:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-03 02:43:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-03 02:52:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-03 03:07:00,Application Error,1000,None,A user session was started.
Warning,2026-06-03 03:24:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A service took longer than expected to respond.
Warning,2026-06-03 03:24:00,Service Control Manager,7031,None,A device reported a recoverable condition.
Information,2026-06-03 03:35:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-03 03:40:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Error,2026-06-03 03:48:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Warning,2026-06-03 03:50:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-03 03:56:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-03 03:56:00,Microsoft-Windows-Security-Auditing,4625,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-03 03:57:00,Service Control Manager,7031,None,A device reported a recoverable condition.
Warning,2026-06-03 04:03:00,Service Control Manager,7040,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-03 04:11:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-03 04:28:00,Application Error,1000,None,The update operation completed.
Warning,2026-06-03 04:28:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Warning,2026-06-03 04:29:00,Microsoft-Windows-WindowsUpdateClient,31,None,A service took longer than expected to respond.
Information,2026-06-03 04:30:00,Service Control Manager,7040,None,A user session was started.
Warning,2026-06-03 04:31:00,Microsoft-Windows-Kernel-Power,109,None,A device reported a recoverable condition.
Information,2026-06-03 04:37:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Information,2026-06-03 04:58:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-06-03 05:01:00,Microsoft-Windows-Security-Auditing,4625,None,A device reported a recoverable condition.
Information,2026-06-03 05:12:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Error,2026-06-03 05:18:00,Service Control Manager,7040,None,An application stopped responding.
Information,2026-06-03 05:20:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-03 05:32:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Error,2026-06-03 05:33:00,Microsoft-Windows-DistributedCOM,10016,None,A user logon attempt failed.
Information,2026-06-03 05:37:00,Microsoft-Windows-WindowsUpdateClient,43,None,A Windows service changed state.
Information,2026-06-03 05:39:00,Service Control Manager,7001,None,The operation completed successfully.
Information,2026-06-03 05:50:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-03 05:58:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The operation completed successfully.
Information,2026-06-03 05:59:00,Microsoft-Windows-Security-Auditing,4634,None,A user session was started.
Information,2026-06-03 06:04:00,Service Control Manager,7031,None,A user session was started.
Information,2026-06-03 06:12:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Warning,2026-06-03 06:18:00,Service Control Manager,7040,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-03 06:35:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Warning,2026-06-03 06:44:00,Microsoft-Windows-Kernel-Power,41,None,A service took longer than expected to respond.
Warning,2026-06-03 06:51:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-03 06:55:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-03 07:00:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-03 07:16:00,Service Control Manager,7001,None,The update operation completed.
Information,2026-06-03 07:23:00,Microsoft-Windows-Kernel-Power,41,None,The operation completed successfully.
Information,2026-06-03 07:28:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Warning,2026-06-03 07:31:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Information,2026-06-03 07:35:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-03 08:01:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-03 08:02:00,Winlogon,6006,None,The update operation completed.
Warning,2026-06-03 08:02:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-03 08:02:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-03 08:03:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-03 08:13:00,Service Control Manager,7001,None,The operation completed successfully.
Information,2026-06-03 08:21:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-03 08:37:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Information,2026-06-03 08:38:00,Microsoft-Windows-WindowsUpdateClient,19,None,The operation completed successfully.
Error,2026-06-03 08:41:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,An application stopped responding.
Warning,2026-06-03 08:48:00,Microsoft-Windows-WindowsUpdateClient,31,None,A device reported a recoverable condition.
Error,2026-06-03 08:52:00,Microsoft-Windows-WindowsUpdateClient,43,None,A user logon attempt failed.
Information,2026-06-03 09:05:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Warning,2026-06-03 09:07:00,Winlogon,6005,None,A device reported a recoverable condition.
Information,2026-06-03 09:22:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-03 09:33:00,Service Control Manager,7001,None,A user session was started.
Information,2026-06-03 09:34:00,Service Control Manager,7040,None,The update operation completed.
Information,2026-06-03 09:38:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-03 09:45:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-03 09:54:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-03 10:04:00,Winlogon,6005,None,A user session was started.
Information,2026-06-03 10:06:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-03 10:49:00,Microsoft-Windows-Kernel-Power,109,None,The update operation completed.
Warning,2026-06-03 10:55:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A service took longer than expected to respond.
Warning,2026-06-03 10:56:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Warning,2026-06-03 10:59:00,Microsoft-Windows-Security-Auditing,4625,None,A device reported a recoverable condition.
Warning,2026-06-03 11:06:00,Service Control Manager,7040,None,A device reported a recoverable condition.
Information,2026-06-03 11:11:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-06-03 11:12:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-03 11:24:00,Service Control Manager,7040,None,The update operation completed.
Information,2026-06-03 11:29:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-03 11:34:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-03 11:37:00,Service Control Manager,7001,None,The operation completed successfully.
Warning,2026-06-03 11:51:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-06-03 12:11:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-03 12:13:00,Service Control Manager,7040,None,A device reported a recoverable condition.
Information,2026-06-03 12:14:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-03 12:23:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-03 12:24:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A user session was started.
Information,2026-06-03 12:24:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,The operation completed successfully.
Warning,2026-06-03 12:30:00,Application Error,1000,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-03 12:33:00,Service Control Manager,7000,None,A device reported a recoverable condition.
Warning,2026-06-03 12:48:00,Service Control Manager,7000,None,A device reported a recoverable condition.
Error,2026-06-03 12:59:00,Application Error,1000,None,An application stopped responding.
Warning,2026-06-03 13:00:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-03 13:00:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-03 13:00:00,Service Control Manager,7040,None,A Windows service changed state.
Information,2026-06-03 13:03:00,Microsoft-Windows-WindowsUpdateClient,43,None,A Windows service changed state.
Warning,2026-06-03 13:26:00,Microsoft-Windows-WindowsUpdateClient,19,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-03 13:39:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-03 13:40:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Warning,2026-06-03 13:41:00,Service Control Manager,7040,None,A device reported a recoverable condition.
Warning,2026-06-03 13:58:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-03 14:00:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-03 14:05:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-03 14:07:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-03 14:10:00,Microsoft-Windows-WindowsUpdateClient,43,None,A Windows service changed state.
Information,2026-06-03 14:13:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-03 14:29:00,Service Control Manager,7040,None,A user session was started.
Information,2026-06-03 14:42:00,Microsoft-Windows-Security-Auditing,4634,None,The update operation completed.
Information,2026-06-03 14:51:00,Microsoft-Windows-Kernel-Power,109,None,The operation completed successfully.
Information,2026-06-03 14:52:00,Service Control Manager,7040,None,The update operation completed.
Error,2026-06-03 15:03:00,Microsoft-Windows-WindowsUpdateClient,31,None,A service terminated unexpectedly.
Information,2026-06-03 15:12:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-03 15:12:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-03 15:14:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Error,2026-06-03 15:19:00,Service Control Manager,7000,None,An application stopped responding.
Information,2026-06-03 15:24:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A user session was started.
Information,2026-06-03 15:29:00,Microsoft-Windows-Kernel-Power,109,None,A Windows service changed state.
Information,2026-06-03 15:31:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-03 15:32:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-06-03 15:33:00,Service Control Manager,7000,None,The operation completed successfully.
Information,2026-06-03 15:36:00,Service Control Manager,7040,None,The update operation completed.
Warning,2026-06-03 16:05:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-03 16:15:00,Microsoft-Windows-WindowsUpdateClient,43,None,A device reported a recoverable condition.
Information,2026-06-03 16:17:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Warning,2026-06-03 16:19:00,Microsoft-Windows-WindowsUpdateClient,31,None,A device reported a recoverable condition.
Error,2026-06-03 16:45:00,Service Control Manager,7031,None,A user logon attempt failed.
Error,2026-06-03 16:53:00,Service Control Manager,7000,None,An application stopped responding.
Warning,2026-06-03 16:55:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-06-03 16:56:00,Winlogon,6006,None,The update operation completed.
Information,2026-06-03 16:58:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-03 17:12:00,Microsoft-Windows-WindowsUpdateClient,19,None,A device reported a recoverable condition.
Information,2026-06-03 17:26:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-06-03 17:41:00,Microsoft-Windows-WindowsUpdateClient,31,None,The operation completed successfully.
Information,2026-06-03 18:00:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-03 18:02:00,Microsoft-Windows-WindowsUpdateClient,20,None,A user session was started.
Information,2026-06-03 18:04:00,Microsoft-Windows-WindowsUpdateClient,19,None,A Windows service changed state.
Information,2026-06-03 18:14:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A Windows service changed state.
Warning,2026-06-03 18:31:00,Microsoft-Windows-Kernel-Power,41,None,A service took longer than expected to respond.
Information,2026-06-03 18:54:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-03 18:55:00,Winlogon,6005,None,The update operation completed.
Information,2026-06-03 18:57:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Critical,2026-06-03 18:57:00,Microsoft-Windows-DistributedCOM,10010,None,The system rebooted without cleanly shutting down first.
Warning,2026-06-03 19:04:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-03 19:08:00,Microsoft-Windows-Kernel-Power,41,None,A service took longer than expected to respond.
Warning,2026-06-03 19:10:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Warning,2026-06-03 19:23:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Warning,2026-06-03 19:59:00,Microsoft-Windows-WindowsUpdateClient,19,None,A service took longer than expected to respond.
Information,2026-06-03 20:00:00,Microsoft-Windows-Security-Auditing,4634,None,A user session was started.
Warning,2026-06-03 20:03:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Warning,2026-06-03 20:08:00,Microsoft-Windows-WindowsUpdateClient,43,None,A device reported a recoverable condition.
Information,2026-06-03 20:10:00,Service Control Manager,7000,None,The update operation completed.
Error,2026-06-03 20:17:00,Microsoft-Windows-DistributedCOM,10010,None,An update could not be installed.
Information,2026-06-03 21:00:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Warning,2026-06-03 21:10:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-03 21:14:00,Service Control Manager,7001,None,The operation completed successfully.
Information,2026-06-03 21:19:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-03 21:26:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Warning,2026-06-03 21:47:00,Application Error,1001,None,A device reported a recoverable condition.
Information,2026-06-03 21:48:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Information,2026-06-03 21:51:00,Application Error,1001,None,The update operation completed.
Warning,2026-06-03 21:52:00,Application Error,1000,None,A service took longer than expected to respond.
Information,2026-06-03 21:55:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-06-03 21:56:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Warning,2026-06-03 22:15:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Warning,2026-06-03 22:16:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Error,2026-06-03 22:17:00,Microsoft-Windows-DistributedCOM,10010,None,An update could not be installed.
Information,2026-06-03 22:20:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-06-03 22:26:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-03 22:32:00,Service Control Manager,7031,None,A Windows service changed state.
Error,2026-06-03 22:33:00,Winlogon,6005,None,An update could not be installed.
Information,2026-06-03 22:35:00,Service Control Manager,7000,None,The operation completed successfully.
Warning,2026-06-03 22:43:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Error,2026-06-03 22:52:00,Winlogon,6006,None,An update could not be installed.
Information,2026-06-03 23:18:00,Winlogon,6006,None,A user session was started.
Warning,2026-06-03 23:25:00,Microsoft-Windows-Security-Auditing,4625,None,A service took longer than expected to respond.
Information,2026-06-03 23:38:00,Service Control Manager,7000,None,The operation completed successfully.
Information,2026-06-03 23:43:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The update operation completed.
Warning,2026-06-03 23:51:00,Microsoft-Windows-Security-Auditing,4625,None,A device reported a recoverable condition.
Information,2026-06-04 00:21:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-04 00:22:00,Application Error,1000,None,The update operation completed.
Information,2026-06-04 01:26:00,Microsoft-Windows-WindowsUpdateClient,43,None,The operation completed successfully.
Error,2026-06-04 02:24:00,Microsoft-Windows-Kernel-Power,109,None,A user logon attempt failed.
Warning,2026-06-04 02:48:00,Microsoft-Windows-WindowsUpdateClient,31,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-06-04 02:53:00,Microsoft-Windows-DistributedCOM,10010,None,An application stopped responding.
Warning,2026-06-04 04:17:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-04 04:30:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-06-04 04:57:00,Microsoft-Windows-WindowsUpdateClient,20,None,A Windows service changed state.
Warning,2026-06-04 05:43:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Warning,2026-06-04 06:49:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-06-04 07:23:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-04 07:31:00,Microsoft-Windows-Kernel-Power,41,None,The operation completed successfully.
Information,2026-06-04 08:11:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-06-04 08:56:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-06-04 09:43:00,Microsoft-Windows-WindowsUpdateClient,19,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-04 10:03:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Warning,2026-06-04 10:47:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-04 11:05:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-04 12:04:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Warning,2026-06-04 12:11:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Error,2026-06-04 12:29:00,Microsoft-Windows-DistributedCOM,10016,None,A user logon attempt failed.
Warning,2026-06-04 12:50:00,Microsoft-Windows-Kernel-Power,41,None,A service took longer than expected to respond.
Information,2026-06-04 13:00:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-06-04 13:12:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-06-04 14:05:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-04 14:10:00,Microsoft-Windows-WindowsUpdateClient,31,None,A Windows service changed state.
Error,2026-06-04 15:03:00,Microsoft-Windows-DistributedCOM,10010,None,A user logon attempt failed.
Information,2026-06-04 17:55:00,Application Error,1000,None,The update operation completed.
Information,2026-06-04 18:41:00,Service Control Manager,7000,None,The operation completed successfully.
Warning,2026-06-04 18:51:00,Service Control Manager,7031,None,A service took longer than expected to respond.
Information,2026-06-04 19:45:00,Application Error,1000,None,A Windows service changed state.
Warning,2026-06-04 19:46:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A device reported a recoverable condition.
Warning,2026-06-04 21:01:00,Microsoft-Windows-WindowsUpdateClient,31,None,A service took longer than expected to respond.
Information,2026-06-04 21:24:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-06-04 21:38:00,Application Error,1000,None,A Windows service changed state.
Information,2026-06-04 21:42:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-06-04 21:51:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-04 21:59:00,Application Error,1001,None,A user session was started.
Error,2026-06-04 22:39:00,Microsoft-Windows-DistributedCOM,10010,None,An update could not be installed.
Information,2026-06-04 23:04:00,Microsoft-Windows-Kernel-Power,41,None,The operation completed successfully.
Information,2026-06-04 23:17:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The operation completed successfully.
Information,2026-06-05 00:11:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-06-05 00:37:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Warning,2026-06-05 00:49:00,Winlogon,6005,None,A service took longer than expected to respond.
Information,2026-06-05 01:27:00,Service Control Manager,7000,None,The update operation completed.
Information,2026-06-05 01:37:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Error,2026-06-05 01:37:00,Microsoft-Windows-DistributedCOM,10016,None,A service terminated unexpectedly.
Information,2026-06-05 02:39:00,Winlogon,6005,None,A Windows service changed state.
Warning,2026-06-05 02:50:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-05 04:59:00,Winlogon,6005,None,A Windows service changed state.
Information,2026-06-05 05:01:00,Service Control Manager,7000,None,A user session was started.
Information,2026-06-05 05:22:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-06-05 05:28:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Information,2026-06-05 05:28:00,Microsoft-Windows-Kernel-Power,109,None,The operation completed successfully.
Error,2026-06-05 06:10:00,Service Control Manager,7001,None,An update could not be installed.
Warning,2026-06-05 07:15:00,Microsoft-Windows-WindowsUpdateClient,20,None,A service took longer than expected to respond.
Error,2026-06-05 07:54:00,Microsoft-Windows-DistributedCOM,10016,None,A service terminated unexpectedly.
Critical,2026-06-05 08:35:00,Microsoft-Windows-DistributedCOM,10010,None,The system rebooted without cleanly shutting down first.
Critical,2026-06-05 10:32:00,Microsoft-Windows-DistributedCOM,10010,None,A critical system component stopped unexpectedly.
Information,2026-06-05 10:45:00,Microsoft-Windows-WindowsUpdateClient,20,None,The update operation completed.
Warning,2026-06-05 11:00:00,Winlogon,6005,None,A service took longer than expected to respond.
Warning,2026-06-05 11:19:00,Service Control Manager,7001,None,A service took longer than expected to respond.
Warning,2026-06-05 11:39:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-06-05 11:48:00,Microsoft-Windows-Kernel-Power,41,None,The update operation completed.
Warning,2026-06-05 12:58:00,Service Control Manager,7001,None,A device reported a recoverable condition.
Error,2026-06-05 13:05:00,Microsoft-Windows-WindowsUpdateClient,43,None,An application stopped responding.
Information,2026-06-05 13:06:00,Winlogon,6005,None,A Windows service changed state.
Information,2026-06-05 14:00:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-06-05 14:13:00,Microsoft-Windows-Kernel-Power,109,None,A Windows service changed state.
Warning,2026-06-05 14:30:00,Winlogon,6005,None,A device reported a recoverable condition.
Warning,2026-06-05 15:06:00,Service Control Manager,7040,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-06-05 15:18:00,Microsoft-Windows-WindowsUpdateClient,19,None,A service took longer than expected to respond.
Information,2026-06-05 17:46:00,Microsoft-Windows-WindowsUpdateClient,43,None,A user session was started.
Warning,2026-06-05 17:56:00,Winlogon,6005,None,A device reported a recoverable condition.
Information,2026-06-05 18:04:00,Service Control Manager,7000,None,A Windows service changed state.
